,Business_Name,Boroughs,Cuisines,Inspection_Date,Action,Violation_Code,Violation_Description,Critical_Flag,Score,Grade,Grade_Date,Record_Date,Inspection_Type
1218,Le song,Manhattan,French,09/17/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,107.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1219,Le song,Manhattan,French,09/17/2019,Violations were cited in the following area(s).,10e,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not critical,107.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1220,Le song,Manhattan,French,09/17/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,107.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1221,Le song,Manhattan,French,09/17/2019,Violations were cited in the following area(s).,02b,Hot food item not held at or above 140º f.,Critical,107.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1222,La nueva caricia restaurant,Manhattan,Mexican,09/17/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,21.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1223,Le song,Manhattan,French,09/17/2019,Violations were cited in the following area(s).,06f,Wiping cloths soiled or not stored in sanitizing solution.,Critical,107.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1224,The village tavern,Manhattan,American,09/17/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,09/17/2019,11/20/2024,Cycle inspection / re-inspection
1225,Great kills little league inc,Staten island,American,09/18/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,10.0,A,09/18/2019,11/20/2024,Cycle inspection / initial inspection
1226,Great kills little league inc,Staten island,American,09/18/2019,Violations were cited in the following area(s).,04j,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,10.0,A,09/18/2019,11/20/2024,Cycle inspection / initial inspection
1227,All in,Queens,Chinese,09/18/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,18.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1228,All in,Queens,Chinese,09/18/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1229,All in,Queens,Chinese,09/18/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,18.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1230,All in,Queens,Chinese,09/18/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1231,All in,Queens,Chinese,09/18/2019,Violations were cited in the following area(s).,08c,Pesticide use not in accordance with label or applicable laws. prohibited chemical used/stored. open bait station used.,Not critical,18.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1232,Fuji japanese cuisine,Queens,Japanese,09/19/2019,Violations were cited in the following area(s).,09c,Food contact surface not properly maintained.,Not critical,11.0,A,09/19/2019,11/20/2024,Cycle inspection / re-inspection
1233,Miss favela,Brooklyn,Brazilian,09/19/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1234,Master wok,Brooklyn,Chinese,09/19/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1235,Fuji japanese cuisine,Queens,Japanese,09/19/2019,Violations were cited in the following area(s).,06a,Personal cleanliness inadequate. outer garment soiled with possible contaminant. effective hair restraint not worn in an area where food is prepared.,Critical,11.0,A,09/19/2019,11/20/2024,Cycle inspection / re-inspection
1236,Fuji japanese cuisine,Queens,Japanese,09/19/2019,Violations were cited in the following area(s).,10a,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not critical,11.0,A,09/19/2019,11/20/2024,Cycle inspection / re-inspection
1237,Master wok,Brooklyn,Chinese,09/19/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1238,Fuji japanese cuisine,Queens,Japanese,09/19/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,11.0,A,09/19/2019,11/20/2024,Cycle inspection / re-inspection
1239,Miss favela,Brooklyn,Brazilian,09/19/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04k,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1240,Miss favela,Brooklyn,Brazilian,09/19/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1241,Master wok,Brooklyn,Chinese,09/19/2019,Violations were cited in the following area(s).,08c,Pesticide use not in accordance with label or applicable laws. prohibited chemical used/stored. open bait station used.,Not critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1242,Master wok,Brooklyn,Chinese,09/19/2019,Violations were cited in the following area(s).,02b,Hot food item not held at or above 140º f.,Critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1243,Miss favela,Brooklyn,Brazilian,09/19/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,02b,Hot food item not held at or above 140º f.,Critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1244,Union club of city of new york,Manhattan,French,09/20/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,3.0,A,09/20/2019,11/20/2024,Cycle inspection / initial inspection
1245,Miss favela,Brooklyn,Brazilian,09/23/2019,Establishment re-opened by dohmh.,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,11.0,P,09/23/2019,11/20/2024,Cycle inspection / reopening inspection
1246,Miss favela,Brooklyn,Brazilian,09/23/2019,Establishment re-opened by dohmh.,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,11.0,P,09/23/2019,11/20/2024,Cycle inspection / reopening inspection
1247,Intrepid sea-air-space museum,Manhattan,American,09/23/2019,No violations were recorded at the time of this inspection.,Nan,Nan,Not applicable,0.0,A,09/23/2019,11/20/2024,Cycle inspection / initial inspection
1248,Hiyake japanese bbq & ramen bar,Brooklyn,Chinese,09/24/2019,Violations were cited in the following area(s).,09c,Food contact surface not properly maintained.,Not critical,13.0,A,09/24/2019,11/20/2024,Pre-permit (operational) / re-inspection
1249,Lattanzi,Manhattan,Italian,09/24/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,09/24/2019,11/20/2024,Cycle inspection / re-inspection
1250,Hiyake japanese bbq & ramen bar,Brooklyn,Chinese,09/24/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,09/24/2019,11/20/2024,Pre-permit (operational) / re-inspection
1251,Lattanzi,Manhattan,Italian,09/24/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,10.0,A,09/24/2019,11/20/2024,Cycle inspection / re-inspection
1252,Hiyake japanese bbq & ramen bar,Brooklyn,Chinese,09/24/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,13.0,A,09/24/2019,11/20/2024,Pre-permit (operational) / re-inspection
1253,Duzan,Queens,Mediterranean,09/25/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,9.0,A,09/25/2019,11/20/2024,Cycle inspection / initial inspection
1254,Duzan,Queens,Mediterranean,09/25/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,9.0,A,09/25/2019,11/20/2024,Cycle inspection / initial inspection
1255,Madison's,Bronx,Italian,09/26/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,3.0,A,09/26/2019,11/20/2024,Cycle inspection / initial inspection
1256,Vin sur vingt,Manhattan,French,09/26/2019,Violations were cited in the following area(s).,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,17.0,B,09/26/2019,11/20/2024,Pre-permit (operational) / re-inspection
1257,Vin sur vingt,Manhattan,French,09/26/2019,Violations were cited in the following area(s).,02a,Food not cooked to required minimum temperature.,Critical,17.0,B,09/26/2019,11/20/2024,Pre-permit (operational) / re-inspection
1258,Kevin's,Brooklyn,American,09/27/2019,No violations were recorded at the time of this inspection.,Nan,Nan,Not applicable,0.0,Nan,Nan,11/20/2024,Inter-agency task force / initial inspection
1259,"Columbia university baker athletics complex, stand #1",Manhattan,Hotdogs,09/28/2019,No violations were recorded at the time of this inspection.,Nan,Nan,Not applicable,0.0,A,09/28/2019,11/20/2024,Cycle inspection / initial inspection
1260,1847 international,Staten island,African,09/28/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,18.0,Nan,Nan,11/20/2024,Inter-agency task force / initial inspection
1261,"Columbia university baker athletics complex, stand #2",Manhattan,Hotdogs,09/28/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,2.0,A,09/28/2019,11/20/2024,Cycle inspection / initial inspection
1262,1847 international,Staten island,African,09/28/2019,Violations were cited in the following area(s).,15e2,Flavored tobacco products sold or offered for sale,Not applicable,Nan,Nan,Nan,11/20/2024,Smoke-free air act / initial inspection
1263,"Columbia university baker athletics complex, stand #3",Manhattan,Coffee/tea,09/28/2019,No violations were recorded at the time of this inspection.,Nan,Nan,Not applicable,0.0,A,09/28/2019,11/20/2024,Cycle inspection / initial inspection
1264,1847 international,Staten island,African,09/28/2019,Violations were cited in the following area(s).,03a,Food from unapproved or unknown source or home canned. reduced oxygen packaged (rop) fish not frozen before processing; or rop foods prepared on premises transported to another site.,Critical,18.0,Nan,Nan,11/20/2024,Inter-agency task force / initial inspection
1265,1847 international,Staten island,African,09/28/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18.0,Nan,Nan,11/20/2024,Inter-agency task force / initial inspection
1266,Cheffy two restaurant,Bronx,Caribbean,09/30/2019,Violations were cited in the following area(s).,06a,Personal cleanliness inadequate. outer garment soiled with possible contaminant. effective hair restraint not worn in an area where food is prepared.,Critical,21.0,B,09/30/2019,11/20/2024,Cycle inspection / re-inspection
1267,Cheffy two restaurant,Bronx,Caribbean,09/30/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,21.0,B,09/30/2019,11/20/2024,Cycle inspection / re-inspection
1268,Cheffy two restaurant,Bronx,Caribbean,09/30/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,21.0,B,09/30/2019,11/20/2024,Cycle inspection / re-inspection
1269,Cheffy two restaurant,Bronx,Caribbean,09/30/2019,Violations were cited in the following area(s).,02b,Hot food item not held at or above 140º f.,Critical,21.0,B,09/30/2019,11/20/2024,Cycle inspection / re-inspection
1270,Flywheel,Brooklyn,American,10/01/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,46.0,C,10/01/2019,11/20/2024,Pre-permit (operational) / re-inspection
1271,1 east 66th street kitchen,Manhattan,American,10/01/2019,Violations were cited in the following area(s).,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,9.0,A,10/01/2019,11/20/2024,Cycle inspection / initial inspection
1272,Flywheel,Brooklyn,American,10/01/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,46.0,C,10/01/2019,11/20/2024,Pre-permit (operational) / re-inspection
1273,Flywheel,Brooklyn,American,10/01/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,46.0,C,10/01/2019,11/20/2024,Pre-permit (operational) / re-inspection
1274,1 east 66th street kitchen,Manhattan,American,10/01/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,9.0,A,10/01/2019,11/20/2024,Cycle inspection / initial inspection
1275,Flywheel,Brooklyn,American,10/01/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,46.0,C,10/01/2019,11/20/2024,Pre-permit (operational) / re-inspection
1276,Cakes by lana new york,Queens,Bakery products/desserts,10/02/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,21.0,Nan,Nan,11/20/2024,Pre-permit (non-operational) / initial inspection
1277,Awash ethiopian restaurant,Manhattan,Ethiopian,10/02/2019,Violations were cited in the following area(s).,02h,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º f to 70º f or less within 2  hours, and from 70º f to 41º f or less within 4 additional hours.",Critical,8.0,A,10/02/2019,11/20/2024,Cycle inspection / re-inspection
1278,Cakes by lana new york,Queens,Bakery products/desserts,10/02/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21.0,Nan,Nan,11/20/2024,Pre-permit (non-operational) / initial inspection
1279,Accent restaurant & bar,Manhattan,Mediterranean,10/02/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,13.0,A,10/02/2019,11/20/2024,Cycle inspection / re-inspection
1280,Cakes by lana new york,Queens,Bakery products/desserts,10/02/2019,Violations were cited in the following area(s).,04j,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,21.0,Nan,Nan,11/20/2024,Pre-permit (non-operational) / initial inspection
1281,Accent restaurant & bar,Manhattan,Mediterranean,10/02/2019,Violations were cited in the following area(s).,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,13.0,A,10/02/2019,11/20/2024,Cycle inspection / re-inspection
1282,Fools gold,Manhattan,American,10/02/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,3.0,A,10/02/2019,11/20/2024,Cycle inspection / re-inspection
1283,Accent restaurant & bar,Manhattan,Mediterranean,10/02/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,13.0,A,10/02/2019,11/20/2024,Cycle inspection / re-inspection
1284,Luigi's catering,Queens,Italian,10/03/2019,Violations were cited in the following area(s).,02b,Hot food item not held at or above 140º f.,Critical,12.0,A,10/03/2019,11/20/2024,Cycle inspection / re-inspection
1285,"Red farm, decoy",Manhattan,Chinese,10/03/2019,Violations were cited in the following area(s).,06a,Personal cleanliness inadequate. outer garment soiled with possible contaminant. effective hair restraint not worn in an area where food is prepared.,Critical,21.0,B,10/03/2019,11/20/2024,Cycle inspection / re-inspection
1286,"Red farm, decoy",Manhattan,Chinese,10/03/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,21.0,B,10/03/2019,11/20/2024,Cycle inspection / re-inspection
1287,Luigi's catering,Queens,Italian,10/03/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,10/03/2019,11/20/2024,Cycle inspection / re-inspection
1288,"Red farm, decoy",Manhattan,Chinese,10/03/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21.0,B,10/03/2019,11/20/2024,Cycle inspection / re-inspection
1289,"Red farm, decoy",Manhattan,Chinese,10/03/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,21.0,B,10/03/2019,11/20/2024,Cycle inspection / re-inspection
1290,"Red farm, decoy",Manhattan,Chinese,10/03/2019,Violations were cited in the following area(s).,20f,Current letter grade sign not posted.,Not critical,Nan,Nan,Nan,11/20/2024,Administrative miscellaneous / initial inspection
1291,Luigi's catering,Queens,Italian,10/03/2019,Violations were cited in the following area(s).,22g,Sale or use of certain expanded polystyrene items restricted,Not critical,Nan,Nan,Nan,11/20/2024,Administrative miscellaneous / re-inspection
1292,"Red farm, decoy",Manhattan,Chinese,10/03/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,21.0,B,10/03/2019,11/20/2024,Cycle inspection / re-inspection
1293,Tagmo,Manhattan,Indian,10/04/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,A,10/04/2019,11/20/2024,Cycle inspection / re-inspection
1294,Tagmo,Manhattan,Indian,10/04/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,10.0,A,10/04/2019,11/20/2024,Cycle inspection / re-inspection
1295,Morgenstern's finest ice cream,Manhattan,Frozen desserts,10/05/2019,No violations were recorded at the time of this inspection.,Nan,Nan,Not applicable,0.0,Nan,Nan,11/20/2024,Inter-agency task force / initial inspection
1296,Bar benno,Manhattan,Italian,10/05/2019,No violations were recorded at the time of this inspection.,Nan,Nan,Not applicable,0.0,Nan,Nan,11/20/2024,Inter-agency task force / initial inspection
1297,Union square cafe/ daily provisions,Manhattan,American,10/07/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,9.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1298,Union square cafe/ daily provisions,Manhattan,American,10/07/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1299,Union square cafe/ daily provisions,Manhattan,American,10/07/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,9.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1300,Union square cafe/ daily provisions,Manhattan,American,10/07/2019,Violations were cited in the following area(s).,09a,Canned food product observed dented and not segregated from other consumable food items.,Not critical,9.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1301,El temerario,Manhattan,Mexican,10/08/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,24.0,B,10/08/2019,11/20/2024,Cycle inspection / re-inspection
1302,El temerario,Manhattan,Mexican,10/08/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24.0,B,10/08/2019,11/20/2024,Cycle inspection / re-inspection
1303,El temerario,Manhattan,Mexican,10/08/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,24.0,B,10/08/2019,11/20/2024,Cycle inspection / re-inspection
1304,El temerario,Manhattan,Mexican,10/08/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,24.0,B,10/08/2019,11/20/2024,Cycle inspection / re-inspection
1305,El temerario,Manhattan,Mexican,10/08/2019,Violations were cited in the following area(s).,04a,Food protection certificate not held by supervisor of food operations.,Critical,24.0,B,10/08/2019,11/20/2024,Cycle inspection / re-inspection
1306,Town tennis members club,Manhattan,American,10/10/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1307,Areppas,Manhattan,Latin american,10/10/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,40.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1308,Town tennis members club,Manhattan,American,10/10/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1309,La nueva caricia restaurant,Manhattan,Mexican,10/10/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,11.0,A,10/10/2019,11/20/2024,Cycle inspection / re-inspection
1310,Brasier,Manhattan,Mexican,10/10/2019,No violations were recorded at the time of this inspection.,Nan,Nan,Not applicable,Nan,Nan,Nan,11/20/2024,Smoke-free air act / limited inspection
1311,Town tennis members club,Manhattan,American,10/10/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,24.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1312,Areppas,Manhattan,Latin american,10/10/2019,Violations were cited in the following area(s).,04a,Food protection certificate not held by supervisor of food operations.,Critical,40.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1313,La nueva caricia restaurant,Manhattan,Mexican,10/10/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,11.0,A,10/10/2019,11/20/2024,Cycle inspection / re-inspection
1314,Areppas,Manhattan,Latin american,10/10/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,40.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1315,Areppas,Manhattan,Latin american,10/10/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1316,Town tennis members club,Manhattan,American,10/10/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1317,Areppas,Manhattan,Latin american,10/10/2019,Violations were cited in the following area(s).,02c,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 165º f or above within 2 hours.,Critical,40.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1318,Areppas,Manhattan,Latin american,10/10/2019,Violations were cited in the following area(s).,05d,Hand washing facility not provided in or near food preparation area and toilet room. hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. soap and an acceptable hand-drying device not provided.,Critical,40.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1319,Town tennis members club,Manhattan,American,10/10/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,24.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1320,Master wok,Brooklyn,Chinese,10/11/2019,Violations were cited in the following area(s).,02h,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º f to 70º f or less within 2  hours, and from 70º f to 41º f or less within 4 additional hours.",Critical,70.0,C,10/11/2019,11/20/2024,Cycle inspection / re-inspection
